scanner,original,processed,noise
official_scans,raw\official_scans\Official_01\EpsonV39-1\150\s8_99.tif,processed/images/official_scans__s8_99.png,processed/noise_maps/official_scans__s8_99_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-1\300\s8_72.tif,processed/images/official_scans__s8_72.png,processed/noise_maps/official_scans__s8_72_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-1\300\s8_78.tif,processed/images/official_scans__s8_78.png,processed/noise_maps/official_scans__s8_78_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_2.tif,processed/images/official_scans__s9_2.png,processed/noise_maps/official_scans__s9_2_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_20.tif,processed/images/official_scans__s9_20.png,processed/noise_maps/official_scans__s9_20_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_22.tif,processed/images/official_scans__s9_22.png,processed/noise_maps/official_scans__s9_22_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_29.tif,processed/images/official_scans__s9_29.png,processed/noise_maps/official_scans__s9_29_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_36.tif,processed/images/official_scans__s9_36.png,processed/noise_maps/official_scans__s9_36_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_37.tif,processed/images/official_scans__s9_37.png,processed/noise_maps/official_scans__s9_37_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_41.tif,processed/images/official_scans__s9_41.png,processed/noise_maps/official_scans__s9_41_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_44.tif,processed/images/official_scans__s9_44.png,processed/noise_maps/official_scans__s9_44_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_47.tif,processed/images/official_scans__s9_47.png,processed/noise_maps/official_scans__s9_47_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_49.tif,processed/images/official_scans__s9_49.png,processed/noise_maps/official_scans__s9_49_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_50.tif,processed/images/official_scans__s9_50.png,processed/noise_maps/official_scans__s9_50_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_51.tif,processed/images/official_scans__s9_51.png,processed/noise_maps/official_scans__s9_51_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_53.tif,processed/images/official_scans__s9_53.png,processed/noise_maps/official_scans__s9_53_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_55.tif,processed/images/official_scans__s9_55.png,processed/noise_maps/official_scans__s9_55_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_56.tif,processed/images/official_scans__s9_56.png,processed/noise_maps/official_scans__s9_56_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_88.tif,processed/images/official_scans__s9_88.png,processed/noise_maps/official_scans__s9_88_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_89.tif,processed/images/official_scans__s9_89.png,processed/noise_maps/official_scans__s9_89_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_92.tif,processed/images/official_scans__s9_92.png,processed/noise_maps/official_scans__s9_92_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\150\s9_94.tif,processed/images/official_scans__s9_94.png,processed/noise_maps/official_scans__s9_94_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\300\s9_2.tif,processed/images/official_scans__s9_2.png,processed/noise_maps/official_scans__s9_2_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\300\s9_3.tif,processed/images/official_scans__s9_3.png,processed/noise_maps/official_scans__s9_3_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\300\s9_60.tif,processed/images/official_scans__s9_60.png,processed/noise_maps/official_scans__s9_60_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\300\s9_61.tif,processed/images/official_scans__s9_61.png,processed/noise_maps/official_scans__s9_61_noise.png
official_scans,raw\official_scans\Official_01\EpsonV39-2\300\s9_73.tif,processed/images/official_scans__s9_73.png,processed/noise_maps/official_scans__s9_73_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_100.tif,processed/images/official_scans__s10_100.png,processed/noise_maps/official_scans__s10_100_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_12.tif,processed/images/official_scans__s10_12.png,processed/noise_maps/official_scans__s10_12_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_15.tif,processed/images/official_scans__s10_15.png,processed/noise_maps/official_scans__s10_15_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_16.tif,processed/images/official_scans__s10_16.png,processed/noise_maps/official_scans__s10_16_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_17.tif,processed/images/official_scans__s10_17.png,processed/noise_maps/official_scans__s10_17_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_18.tif,processed/images/official_scans__s10_18.png,processed/noise_maps/official_scans__s10_18_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_19.tif,processed/images/official_scans__s10_19.png,processed/noise_maps/official_scans__s10_19_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_2.tif,processed/images/official_scans__s10_2.png,processed/noise_maps/official_scans__s10_2_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_20.tif,processed/images/official_scans__s10_20.png,processed/noise_maps/official_scans__s10_20_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_21.tif,processed/images/official_scans__s10_21.png,processed/noise_maps/official_scans__s10_21_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_22.tif,processed/images/official_scans__s10_22.png,processed/noise_maps/official_scans__s10_22_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_23.tif,processed/images/official_scans__s10_23.png,processed/noise_maps/official_scans__s10_23_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_24.tif,processed/images/official_scans__s10_24.png,processed/noise_maps/official_scans__s10_24_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_25.tif,processed/images/official_scans__s10_25.png,processed/noise_maps/official_scans__s10_25_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_26.tif,processed/images/official_scans__s10_26.png,processed/noise_maps/official_scans__s10_26_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_27.tif,processed/images/official_scans__s10_27.png,processed/noise_maps/official_scans__s10_27_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_28.tif,processed/images/official_scans__s10_28.png,processed/noise_maps/official_scans__s10_28_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_29.tif,processed/images/official_scans__s10_29.png,processed/noise_maps/official_scans__s10_29_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_30.tif,processed/images/official_scans__s10_30.png,processed/noise_maps/official_scans__s10_30_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_31.tif,processed/images/official_scans__s10_31.png,processed/noise_maps/official_scans__s10_31_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_32.tif,processed/images/official_scans__s10_32.png,processed/noise_maps/official_scans__s10_32_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_33.tif,processed/images/official_scans__s10_33.png,processed/noise_maps/official_scans__s10_33_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_34.tif,processed/images/official_scans__s10_34.png,processed/noise_maps/official_scans__s10_34_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_35.tif,processed/images/official_scans__s10_35.png,processed/noise_maps/official_scans__s10_35_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_36.tif,processed/images/official_scans__s10_36.png,processed/noise_maps/official_scans__s10_36_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_37.tif,processed/images/official_scans__s10_37.png,processed/noise_maps/official_scans__s10_37_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_38.tif,processed/images/official_scans__s10_38.png,processed/noise_maps/official_scans__s10_38_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_39.tif,processed/images/official_scans__s10_39.png,processed/noise_maps/official_scans__s10_39_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_40.tif,processed/images/official_scans__s10_40.png,processed/noise_maps/official_scans__s10_40_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_41.tif,processed/images/official_scans__s10_41.png,processed/noise_maps/official_scans__s10_41_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_42.tif,processed/images/official_scans__s10_42.png,processed/noise_maps/official_scans__s10_42_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_43.tif,processed/images/official_scans__s10_43.png,processed/noise_maps/official_scans__s10_43_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_44.tif,processed/images/official_scans__s10_44.png,processed/noise_maps/official_scans__s10_44_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_45.tif,processed/images/official_scans__s10_45.png,processed/noise_maps/official_scans__s10_45_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_46.tif,processed/images/official_scans__s10_46.png,processed/noise_maps/official_scans__s10_46_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_47.tif,processed/images/official_scans__s10_47.png,processed/noise_maps/official_scans__s10_47_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_48.tif,processed/images/official_scans__s10_48.png,processed/noise_maps/official_scans__s10_48_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_49.tif,processed/images/official_scans__s10_49.png,processed/noise_maps/official_scans__s10_49_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_50.tif,processed/images/official_scans__s10_50.png,processed/noise_maps/official_scans__s10_50_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_51.tif,processed/images/official_scans__s10_51.png,processed/noise_maps/official_scans__s10_51_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_52.tif,processed/images/official_scans__s10_52.png,processed/noise_maps/official_scans__s10_52_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_53.tif,processed/images/official_scans__s10_53.png,processed/noise_maps/official_scans__s10_53_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_54.tif,processed/images/official_scans__s10_54.png,processed/noise_maps/official_scans__s10_54_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_55.tif,processed/images/official_scans__s10_55.png,processed/noise_maps/official_scans__s10_55_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_56.tif,processed/images/official_scans__s10_56.png,processed/noise_maps/official_scans__s10_56_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_57.tif,processed/images/official_scans__s10_57.png,processed/noise_maps/official_scans__s10_57_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_58.tif,processed/images/official_scans__s10_58.png,processed/noise_maps/official_scans__s10_58_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_59.tif,processed/images/official_scans__s10_59.png,processed/noise_maps/official_scans__s10_59_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_60.tif,processed/images/official_scans__s10_60.png,processed/noise_maps/official_scans__s10_60_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_61.tif,processed/images/official_scans__s10_61.png,processed/noise_maps/official_scans__s10_61_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_62.tif,processed/images/official_scans__s10_62.png,processed/noise_maps/official_scans__s10_62_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_63.tif,processed/images/official_scans__s10_63.png,processed/noise_maps/official_scans__s10_63_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_64.tif,processed/images/official_scans__s10_64.png,processed/noise_maps/official_scans__s10_64_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_65.tif,processed/images/official_scans__s10_65.png,processed/noise_maps/official_scans__s10_65_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_66.tif,processed/images/official_scans__s10_66.png,processed/noise_maps/official_scans__s10_66_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_67.tif,processed/images/official_scans__s10_67.png,processed/noise_maps/official_scans__s10_67_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_68.tif,processed/images/official_scans__s10_68.png,processed/noise_maps/official_scans__s10_68_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_69.tif,processed/images/official_scans__s10_69.png,processed/noise_maps/official_scans__s10_69_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_70.tif,processed/images/official_scans__s10_70.png,processed/noise_maps/official_scans__s10_70_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_71.tif,processed/images/official_scans__s10_71.png,processed/noise_maps/official_scans__s10_71_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_72.tif,processed/images/official_scans__s10_72.png,processed/noise_maps/official_scans__s10_72_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_73.tif,processed/images/official_scans__s10_73.png,processed/noise_maps/official_scans__s10_73_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_74.tif,processed/images/official_scans__s10_74.png,processed/noise_maps/official_scans__s10_74_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_75.tif,processed/images/official_scans__s10_75.png,processed/noise_maps/official_scans__s10_75_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_76.tif,processed/images/official_scans__s10_76.png,processed/noise_maps/official_scans__s10_76_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_77.tif,processed/images/official_scans__s10_77.png,processed/noise_maps/official_scans__s10_77_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_78.tif,processed/images/official_scans__s10_78.png,processed/noise_maps/official_scans__s10_78_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_79.tif,processed/images/official_scans__s10_79.png,processed/noise_maps/official_scans__s10_79_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_80.tif,processed/images/official_scans__s10_80.png,processed/noise_maps/official_scans__s10_80_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_81.tif,processed/images/official_scans__s10_81.png,processed/noise_maps/official_scans__s10_81_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_82.tif,processed/images/official_scans__s10_82.png,processed/noise_maps/official_scans__s10_82_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_83.tif,processed/images/official_scans__s10_83.png,processed/noise_maps/official_scans__s10_83_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_84.tif,processed/images/official_scans__s10_84.png,processed/noise_maps/official_scans__s10_84_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_85.tif,processed/images/official_scans__s10_85.png,processed/noise_maps/official_scans__s10_85_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_86.tif,processed/images/official_scans__s10_86.png,processed/noise_maps/official_scans__s10_86_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_87.tif,processed/images/official_scans__s10_87.png,processed/noise_maps/official_scans__s10_87_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_88.tif,processed/images/official_scans__s10_88.png,processed/noise_maps/official_scans__s10_88_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_89.tif,processed/images/official_scans__s10_89.png,processed/noise_maps/official_scans__s10_89_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_90.tif,processed/images/official_scans__s10_90.png,processed/noise_maps/official_scans__s10_90_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_91.tif,processed/images/official_scans__s10_91.png,processed/noise_maps/official_scans__s10_91_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_92.tif,processed/images/official_scans__s10_92.png,processed/noise_maps/official_scans__s10_92_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_93.tif,processed/images/official_scans__s10_93.png,processed/noise_maps/official_scans__s10_93_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_94.tif,processed/images/official_scans__s10_94.png,processed/noise_maps/official_scans__s10_94_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_95.tif,processed/images/official_scans__s10_95.png,processed/noise_maps/official_scans__s10_95_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_96.tif,processed/images/official_scans__s10_96.png,processed/noise_maps/official_scans__s10_96_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_98.tif,processed/images/official_scans__s10_98.png,processed/noise_maps/official_scans__s10_98_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\150\s10_99.tif,processed/images/official_scans__s10_99.png,processed/noise_maps/official_scans__s10_99_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_1.tif,processed/images/official_scans__s10_1.png,processed/noise_maps/official_scans__s10_1_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_10.tif,processed/images/official_scans__s10_10.png,processed/noise_maps/official_scans__s10_10_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_100.tif,processed/images/official_scans__s10_100.png,processed/noise_maps/official_scans__s10_100_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_11.tif,processed/images/official_scans__s10_11.png,processed/noise_maps/official_scans__s10_11_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_12.tif,processed/images/official_scans__s10_12.png,processed/noise_maps/official_scans__s10_12_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_13.tif,processed/images/official_scans__s10_13.png,processed/noise_maps/official_scans__s10_13_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_14.tif,processed/images/official_scans__s10_14.png,processed/noise_maps/official_scans__s10_14_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_15.tif,processed/images/official_scans__s10_15.png,processed/noise_maps/official_scans__s10_15_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_16.tif,processed/images/official_scans__s10_16.png,processed/noise_maps/official_scans__s10_16_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_17.tif,processed/images/official_scans__s10_17.png,processed/noise_maps/official_scans__s10_17_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_18.tif,processed/images/official_scans__s10_18.png,processed/noise_maps/official_scans__s10_18_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_19.tif,processed/images/official_scans__s10_19.png,processed/noise_maps/official_scans__s10_19_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_2.tif,processed/images/official_scans__s10_2.png,processed/noise_maps/official_scans__s10_2_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_20.tif,processed/images/official_scans__s10_20.png,processed/noise_maps/official_scans__s10_20_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_21.tif,processed/images/official_scans__s10_21.png,processed/noise_maps/official_scans__s10_21_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_22.tif,processed/images/official_scans__s10_22.png,processed/noise_maps/official_scans__s10_22_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_23.tif,processed/images/official_scans__s10_23.png,processed/noise_maps/official_scans__s10_23_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_24.tif,processed/images/official_scans__s10_24.png,processed/noise_maps/official_scans__s10_24_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_25.tif,processed/images/official_scans__s10_25.png,processed/noise_maps/official_scans__s10_25_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_26.tif,processed/images/official_scans__s10_26.png,processed/noise_maps/official_scans__s10_26_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_27.tif,processed/images/official_scans__s10_27.png,processed/noise_maps/official_scans__s10_27_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_28.tif,processed/images/official_scans__s10_28.png,processed/noise_maps/official_scans__s10_28_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_29.tif,processed/images/official_scans__s10_29.png,processed/noise_maps/official_scans__s10_29_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_3.tif,processed/images/official_scans__s10_3.png,processed/noise_maps/official_scans__s10_3_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_30.tif,processed/images/official_scans__s10_30.png,processed/noise_maps/official_scans__s10_30_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_31.tif,processed/images/official_scans__s10_31.png,processed/noise_maps/official_scans__s10_31_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_32.tif,processed/images/official_scans__s10_32.png,processed/noise_maps/official_scans__s10_32_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_33.tif,processed/images/official_scans__s10_33.png,processed/noise_maps/official_scans__s10_33_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_34.tif,processed/images/official_scans__s10_34.png,processed/noise_maps/official_scans__s10_34_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_35.tif,processed/images/official_scans__s10_35.png,processed/noise_maps/official_scans__s10_35_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_36.tif,processed/images/official_scans__s10_36.png,processed/noise_maps/official_scans__s10_36_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_37.tif,processed/images/official_scans__s10_37.png,processed/noise_maps/official_scans__s10_37_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_38.tif,processed/images/official_scans__s10_38.png,processed/noise_maps/official_scans__s10_38_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_39.tif,processed/images/official_scans__s10_39.png,processed/noise_maps/official_scans__s10_39_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_4.tif,processed/images/official_scans__s10_4.png,processed/noise_maps/official_scans__s10_4_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_40.tif,processed/images/official_scans__s10_40.png,processed/noise_maps/official_scans__s10_40_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_41.tif,processed/images/official_scans__s10_41.png,processed/noise_maps/official_scans__s10_41_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_42.tif,processed/images/official_scans__s10_42.png,processed/noise_maps/official_scans__s10_42_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_43.tif,processed/images/official_scans__s10_43.png,processed/noise_maps/official_scans__s10_43_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_44.tif,processed/images/official_scans__s10_44.png,processed/noise_maps/official_scans__s10_44_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_45.tif,processed/images/official_scans__s10_45.png,processed/noise_maps/official_scans__s10_45_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_46.tif,processed/images/official_scans__s10_46.png,processed/noise_maps/official_scans__s10_46_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_47.tif,processed/images/official_scans__s10_47.png,processed/noise_maps/official_scans__s10_47_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_48.tif,processed/images/official_scans__s10_48.png,processed/noise_maps/official_scans__s10_48_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_49.tif,processed/images/official_scans__s10_49.png,processed/noise_maps/official_scans__s10_49_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_5.tif,processed/images/official_scans__s10_5.png,processed/noise_maps/official_scans__s10_5_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_50.tif,processed/images/official_scans__s10_50.png,processed/noise_maps/official_scans__s10_50_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_51.tif,processed/images/official_scans__s10_51.png,processed/noise_maps/official_scans__s10_51_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_52.tif,processed/images/official_scans__s10_52.png,processed/noise_maps/official_scans__s10_52_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_53.tif,processed/images/official_scans__s10_53.png,processed/noise_maps/official_scans__s10_53_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_54.tif,processed/images/official_scans__s10_54.png,processed/noise_maps/official_scans__s10_54_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_55.tif,processed/images/official_scans__s10_55.png,processed/noise_maps/official_scans__s10_55_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_56.tif,processed/images/official_scans__s10_56.png,processed/noise_maps/official_scans__s10_56_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_57.tif,processed/images/official_scans__s10_57.png,processed/noise_maps/official_scans__s10_57_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_58.tif,processed/images/official_scans__s10_58.png,processed/noise_maps/official_scans__s10_58_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_59.tif,processed/images/official_scans__s10_59.png,processed/noise_maps/official_scans__s10_59_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_6.tif,processed/images/official_scans__s10_6.png,processed/noise_maps/official_scans__s10_6_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_60.tif,processed/images/official_scans__s10_60.png,processed/noise_maps/official_scans__s10_60_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_61.tif,processed/images/official_scans__s10_61.png,processed/noise_maps/official_scans__s10_61_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_62.tif,processed/images/official_scans__s10_62.png,processed/noise_maps/official_scans__s10_62_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_63.tif,processed/images/official_scans__s10_63.png,processed/noise_maps/official_scans__s10_63_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_64.tif,processed/images/official_scans__s10_64.png,processed/noise_maps/official_scans__s10_64_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_65.tif,processed/images/official_scans__s10_65.png,processed/noise_maps/official_scans__s10_65_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_66.tif,processed/images/official_scans__s10_66.png,processed/noise_maps/official_scans__s10_66_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_67.tif,processed/images/official_scans__s10_67.png,processed/noise_maps/official_scans__s10_67_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_68.tif,processed/images/official_scans__s10_68.png,processed/noise_maps/official_scans__s10_68_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_69.tif,processed/images/official_scans__s10_69.png,processed/noise_maps/official_scans__s10_69_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_7.tif,processed/images/official_scans__s10_7.png,processed/noise_maps/official_scans__s10_7_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_70.tif,processed/images/official_scans__s10_70.png,processed/noise_maps/official_scans__s10_70_noise.png
