dataset,scanner_label,image_name,mean_intensity,std_intensity,fft_feature,lbp_mean,lbp_std,noise_variance
Official,Canon9000-2,s5_22.tif,253.5302277,12.63149109,4521.783525,7.593631744,1.0907461,51.73063
Official,Canon9000-2,s5_23.tif,251.7383499,17.17071506,5951.280705,7.326713562,1.498292957,115.544014
Official,Canon9000-2,s5_24.tif,252.3789101,15.32336268,5151.736498,7.501876831,1.265819509,95.37112
Official,Canon9000-2,s5_25.tif,249.5956688,26.64617842,7867.65315,7.389701843,1.390220105,161.42384
Official,Canon9000-2,s5_26.tif,251.5413132,19.91857955,7007.737431,7.484130859,1.321427253,124.19
Official,Canon9000-2,s5_27.tif,245.803215,33.5150276,9249.130652,7.233039856,1.691011063,217.87216
Official,Canon9000-2,s5_28.tif,252.5245857,17.55802448,6221.05388,7.529155731,1.202029297,104.62577
Official,Canon9000-2,s5_29.tif,252.9746552,14.47765649,5376.149343,7.324001312,1.489782436,67.168816
Official,Canon9000-2,s5_3.tif,249.7320747,26.23358871,8825.459217,7.20790863,1.533695139,236.6986
Official,Canon9000-2,s5_30.tif,249.6114998,23.56606106,5467.935607,7.26751709,1.602883365,82.16449
Official,Canon9000-2,s5_31.tif,245.0165138,30.8256998,8364.473028,7.014255524,1.844182086,250.82552
Official,Canon9000-2,s5_32.tif,251.3366432,20.35439964,6797.086467,7.127616882,1.615260005,168.7091
Official,Canon9000-2,s5_33.tif,244.8316269,35.49303144,12491.76995,6.929927826,1.952050333,486.30075
Official,Canon9000-2,s5_34.tif,251.9762344,17.27108802,6158.270013,7.479057312,1.321890561,84.084175
Official,Canon9000-2,s5_35.tif,248.1987114,31.88296229,11338.33391,7.213062286,1.602865838,306.03387
Official,Canon9000-2,s5_36.tif,251.0804329,23.78787256,8699.405355,7.401351929,1.372924571,230.1153
Official,Canon9000-2,s5_37.tif,250.3976288,25.2921702,9382.988862,7.206104279,1.59128202,264.67526
Official,Canon9000-2,s5_38.tif,251.6228752,20.86210317,7695.479208,7.224090576,1.554196716,171.3754
Official,Canon9000-2,s5_39.tif,251.7930565,19.42452997,6869.276809,7.335201263,1.384409567,137.89023
Official,Canon9000-2,s5_4.tif,247.2444077,31.18768964,11712.00938,7.139629364,1.723389232,433.79428
Official,Canon9000-2,s5_40.tif,251.3084221,19.84533539,6907.644709,7.230583191,1.641933733,128.23218
Official,Canon9000-2,s5_41.tif,245.1441689,37.79064524,8229.609347,7.15032959,1.650770587,279.0515
Official,Canon9000-2,s5_42.tif,247.397789,32.35166493,8868.674672,7.126487732,1.721790102,205.85452
Official,Canon9000-2,s5_43.tif,251.5458488,20.48337057,7787.281914,7.286434174,1.519472903,193.68
Official,Canon9000-2,s5_44.tif,249.0237656,28.28300155,9983.658701,7.251777649,1.572077788,322.83426
Official,Canon9000-2,s5_45.tif,250.8557816,22.64204782,8332.090785,7.129508972,1.663392033,194.86134
Official,Canon9000-2,s5_46.tif,250.0409241,22.50062619,8307.61498,7.404972076,1.498331744,202.0253
Official,Canon9000-2,s5_47.tif,250.3236694,20.3886807,7336.386135,7.04410553,1.774560032,176.56941
Official,Canon9000-2,s5_48.tif,251.6946983,16.20911026,5793.42601,7.030818939,1.826734762,105.03102
Official,Canon9000-2,s5_49.tif,252.2886581,19.42192206,7212.635844,7.334068298,1.409315104,136.9746
Official,Canon9000-2,s5_5.tif,252.4521751,16.27810614,6119.6881,7.441505432,1.31891777,102.07275
Official,Canon9000-2,s5_50.tif,250.5341721,24.935291,7665.963021,7.343517303,1.418185196,137.7056
Official,Canon9000-2,s5_51.tif,250.318306,23.75933493,7746.482845,7.233001709,1.543381886,218.3975
Official,Canon9000-2,s5_52.tif,237.9020309,36.12691981,5935.830943,7.139194489,1.991746976,85.041176
Official,Canon9000-2,s5_53.tif,249.8240433,25.55460986,8391.618351,7.167350769,1.637033739,176.33032
Official,Canon9000-2,s5_54.tif,251.8275375,19.66109563,6837.805907,7.315055847,1.456732147,107.49593
Official,Canon9000-2,s5_55.tif,247.2141342,24.5042632,6618.237121,6.966434479,1.915396993,176.09918
Official,Canon9000-2,s5_56.tif,245.5616035,27.74264794,7640.708048,7.048553467,1.881014535,168.92479
Official,Canon9000-2,s5_57.tif,250.3590584,24.45622832,7717.733211,7.21415329,1.557987439,230.67
Official,Canon9000-2,s5_58.tif,251.7400208,19.46197401,7321.700176,7.38507843,1.432717866,164.96678
Official,Canon9000-2,s5_59.tif,246.5115738,33.33089049,9028.466327,7.145717621,1.667077407,255.09645
Official,Canon9000-2,s5_6.tif,253.3255348,13.18791955,4910.315889,7.560131073,1.166942997,74.73468
Official,Canon9000-2,s5_60.tif,251.4838753,22.04536407,8188.30351,7.428337097,1.351087882,197.02902
Official,Canon9000-2,s5_61.tif,251.9788208,19.15534176,7302.532418,7.307403564,1.485685317,156.32178
Official,Canon9000-2,s5_62.tif,249.3319016,28.16403694,10165.95463,7.347145081,1.473390565,294.63892
Official,Canon9000-2,s5_63.tif,247.1813354,29.71968753,10123.88989,6.498695374,2.462904994,298.8544
Official,Canon9000-2,s5_64.tif,246.2692299,34.60248798,9244.38979,7.030197144,1.930291292,231.87
Official,Canon9000-2,s5_65.tif,246.575779,33.81618609,10261.57852,7.139633179,1.737184594,303.3566
Official,Canon9000-2,s5_66.tif,246.1179504,35.56832001,8956.362779,7.31149292,1.554963188,208.66666
Official,Canon9000-2,s5_67.tif,229.8329124,36.28802308,6579.37916,6.583747864,2.579109808,90.133896
Official,Canon9000-2,s5_68.tif,249.5581055,29.1550118,9182.887778,7.3869133,1.407222896,219.82831
Official,Canon9000-2,s5_69.tif,251.5323944,21.22631871,7790.229179,7.182670593,1.591357824,198.36957
Official,Canon9000-2,s5_70.tif,244.0718498,36.65109207,13142.03491,6.913684845,2.006136014,576.11505
Official,Canon9000-2,s5_71.tif,251.9376373,18.80203438,6846.007493,7.379718781,1.404120856,135.32715
Official,Canon9000-2,s5_72.tif,249.0687714,28.73398723,10399.4993,7.357345581,1.501137995,330.98862
Official,Canon9000-2,s5_73.tif,246.955761,32.9838667,11681.76788,7.050502777,1.812578285,391.34604
Official,Canon9000-2,s5_74.tif,251.8409653,19.52092479,6561.858159,7.172981262,1.591996958,110.93666
Official,Canon9000-2,s5_75.tif,252.0053673,19.32168721,7014.271246,7.080654144,1.704519535,110.46963
Official,Canon9000-2,s5_76.tif,247.1807976,30.0250704,9211.511213,7.128547668,1.754928407,324.4767
Official,Canon9000-2,s5_77.tif,248.0176506,26.48555213,8668.459355,7.142074585,1.83743765,248.68181
Official,Canon9000-2,s5_78.tif,250.4608917,23.49032532,8199.341062,7.137702942,1.682144369,224.6976
Official,Canon9000-2,s5_79.tif,250.3390923,23.98400081,8450.281281,7.254455566,1.601730169,222.90381
Official,Canon9000-2,s5_8.tif,251.3653679,20.17084531,7076.251788,7.336265564,1.475981345,164.36575
Official,Canon9000-2,s5_80.tif,248.7579536,27.3652511,8569.992278,7.101856232,1.681189527,291.6433
Official,Canon9000-2,s5_81.tif,251.4956703,23.01728661,8643.084054,7.199703217,1.54166076,162.80243
Official,Canon9000-2,s5_82.tif,249.4599228,27.16179899,10208.46975,7.228675842,1.606079043,321.7218
Official,Canon9000-2,s5_83.tif,252.1443405,17.51112845,6666.183705,7.294464111,1.559403336,110.81886
Official,Canon9000-2,s5_84.tif,250.0028763,26.60707541,8451.887021,7.273933411,1.503366941,172.22525
Official,Canon9000-2,s5_85.tif,250.0287857,25.9997788,9226.449929,7.352497101,1.445566523,229.60837
Official,Canon9000-2,s5_86.tif,250.4510727,24.83470106,9365.409633,7.212116241,1.568939704,251.83849
Official,Canon9000-2,s5_87.tif,250.0645981,24.09883383,7995.774174,7.114337921,1.674177861,179.86833
Official,Canon9000-2,s5_88.tif,248.0887756,29.14226914,10424.14974,7.096488953,1.757935552,325.9383
Official,Canon9000-2,s5_89.tif,250.1581497,24.07478438,8917.642283,7.241077423,1.536360491,237.39272
Official,Canon9000-2,s5_9.tif,249.0638161,25.80135664,8884.60015,7.30606842,1.529226913,245.66397
Official,Canon9000-2,s5_90.tif,249.8939667,27.31755433,9698.775469,7.234962463,1.53465636,265.15918
Official,Canon9000-2,s5_91.tif,250.8599854,24.12547823,8998.566822,7.373775482,1.41014997,222.04367
Official,Canon9000-2,s5_92.tif,250.4369125,25.16684549,9201.540009,7.241901398,1.553817805,234.67133
Official,Canon9000-2,s5_93.tif,250.8805923,24.55709448,8756.703861,7.158023834,1.607846455,190.16275
Official,Canon9000-2,s5_94.tif,251.6707611,21.25556155,7877.511957,7.294189453,1.466694286,191.13956
Official,Canon9000-2,s5_95.tif,250.2401695,26.26558115,8927.030803,7.358299255,1.404524202,190.43134
Official,Canon9000-2,s5_96.tif,250.1780548,24.69800671,8747.672048,7.227115631,1.576140674,232.8936
Official,Canon9000-2,s5_97.tif,245.5408058,33.47924728,11855.86405,7.0858078,1.804006567,517.0555
Official,Canon9000-2,s5_98.tif,250.5280685,24.70813883,7729.190692,7.000148773,1.815365329,158.76317
Official,Canon9000-2,s5_99.tif,251.2476807,22.98574591,7901.194399,7.393489838,1.379266023,170.7636
Official,EpsonV370-1,s6_1.tif,246.6279411,29.81676774,6697.45362,6.306304932,2.705814106,273.5704
Official,EpsonV370-1,s6_100.tif,249.364872,23.59306263,7823.25597,6.220703125,2.987173636,165.36592
Official,EpsonV370-1,s6_2.tif,242.4922829,30.86795769,10537.78774,6.044036865,2.942238505,352.31064
Official,EpsonV370-1,s6_21.tif,252.0695152,15.27690705,5224.868485,6.629020691,2.459588747,91.18645
Official,EpsonV370-1,s6_24.tif,250.8686218,17.53260919,5448.104015,6.446033478,2.686309221,115.80323
Official,EpsonV370-1,s6_25.tif,248.4306259,26.94219904,7780.023547,6.357398987,2.706251359,154.26936
Official,EpsonV370-1,s6_30.tif,247.3275566,25.70088628,4959.718949,6.263687134,2.80040864,71.68815
Official,EpsonV370-1,s6_31.tif,242.7560005,32.52384837,8337.327929,6.165634155,2.778708792,260.7367
Official,EpsonV370-1,s6_32.tif,248.9295082,21.37489028,6847.101808,5.951080322,3.180290089,175.10371
Official,EpsonV370-1,s6_33.tif,242.1476021,36.49733285,12398.54847,5.956127167,3.042887527,473.1181
Official,EpsonV370-1,s6_34.tif,248.9408989,21.08625892,7554.873518,5.968582153,3.174828113,142.61203
Official,EpsonV370-1,s6_35.tif,246.8168449,30.65380621,10092.00987,6.325870514,2.72625714,220.443
Official,EpsonV370-1,s6_36.tif,249.938343,22.03866409,7528.498018,6.472202301,2.636925222,160.83855
Official,EpsonV370-1,s6_37.tif,248.1546173,25.94464947,9446.199784,5.971569061,3.175950074,264.5219
Official,EpsonV370-1,s6_38.tif,250.5447922,19.07426155,6608.963428,6.38028717,2.751229564,116.74863
Official,EpsonV370-1,s6_39.tif,250.8323174,18.70358453,5967.96241,6.661220551,2.354041804,108.1981
Official,EpsonV370-1,s6_40.tif,248.4617157,21.03132126,6925.190646,5.997383118,3.116868207,135.79494
Official,EpsonV370-1,s6_41.tif,242.79105,39.32927264,8599.568186,6.109554291,3.004831055,289.72516
Official,EpsonV370-1,s6_42.tif,244.6216621,34.25793164,8966.166279,5.971740723,3.164734361,210.42609
Official,EpsonV370-1,s6_43.tif,249.4963646,21.3825751,7897.708826,6.180141449,3.003221804,194.89732
Official,EpsonV370-1,s6_44.tif,246.0587578,29.7829141,10186.11681,5.9727211,3.149859573,332.79117
Official,EpsonV370-1,s6_45.tif,248.4622498,23.99075794,8399.854274,6.004142761,3.144837852,203.13501
Official,EpsonV370-1,s6_46.tif,246.8386536,27.05470383,10059.16827,5.939151764,3.16420742,293.68045
Official,EpsonV370-1,s6_47.tif,247.0488548,21.6788291,7199.206573,5.831710815,3.206727772,187.11424
Official,EpsonV370-1,s6_48.tif,248.8486824,17.79687829,5895.918778,5.963993073,3.151252722,116.58342
Official,EpsonV370-1,s6_49.tif,250.3723183,20.17658067,7291.625492,6.25069809,2.95759325,137.15369
Official,EpsonV370-1,s6_50.tif,247.8238983,25.99070459,7725.895325,5.94927597,3.169159741,137.07477
Official,EpsonV370-1,s6_51.tif,248.404007,24.3963558,7568.670162,6.214729309,2.939633435,218.4334
Official,EpsonV370-1,s6_52.tif,232.590126,42.01239588,6072.943534,5.967857361,3.182009986,88.202805
Official,EpsonV370-1,s6_53.tif,247.3014755,26.79755249,8426.549543,6.001831055,3.145184521,182.56703
Official,EpsonV370-1,s6_54.tif,249.5997696,20.56572706,6896.250843,6.063137054,3.117104294,106.56572
Official,EpsonV370-1,s6_55.tif,243.6849976,27.09728265,6853.158168,5.914115906,3.165933333,183.60786
Official,EpsonV370-1,s6_56.tif,241.4152794,32.69009619,8985.898802,5.818565369,3.217090723,251.72641
Official,EpsonV370-1,s6_57.tif,248.187355,25.87861116,7883.021863,6.152057648,3.0049219,238.56238
Official,EpsonV370-1,s6_58.tif,249.4599457,20.4756438,7437.104514,6.080005646,3.098817958,164.18283
Official,EpsonV370-1,s6_59.tif,243.8727112,34.19652122,8830.368112,5.962310791,3.126759533,260.21744
Official,EpsonV370-1,s6_60.tif,248.9674454,23.32275968,8343.236427,6.027748108,3.133491978,204.20534
Official,EpsonV370-1,s6_61.tif,249.5044556,20.53801318,7492.448263,5.99123764,3.165053901,165.26826
Official,EpsonV370-1,s6_62.tif,246.8309402,28.8532293,10149.48312,5.979827881,3.151170525,284.86127
Official,EpsonV370-1,s6_63.tif,243.7883148,30.18450604,10004.40926,5.656848907,3.302231816,285.39847
Official,EpsonV370-1,s6_64.tif,243.0739212,35.8211673,9152.410725,5.895908356,3.189820078,233.55054
Official,EpsonV370-1,s6_65.tif,244.2897491,34.70245533,10103.93312,6.050460815,3.090441546,294.57297
Official,EpsonV370-1,s6_66.tif,243.3150635,37.51691067,8870.047158,5.988918304,3.153082322,199.8961
Official,EpsonV370-1,s6_67.tif,223.3111572,41.55602874,6507.355815,5.860088348,3.208072744,87.72685
Official,EpsonV370-1,s6_68.tif,247.0198898,30.02154214,9141.540126,6.00352478,3.148050209,210.72015
Official,EpsonV370-1,s6_69.tif,249.0633163,21.9696959,7830.444355,5.942577362,3.194810221,200.96075
Official,EpsonV370-1,s6_7.tif,250.2351456,19.30592221,6641.295345,6.327987671,2.805425687,129.12866
Official,EpsonV370-1,s6_70.tif,241.2150688,37.17219209,13067.49449,5.826782227,3.178684702,562.8326
Official,EpsonV370-1,s6_71.tif,250.3304482,18.85299814,6680.409933,6.2825737,2.921264815,129.74094
Official,EpsonV370-1,s6_72.tif,246.5161018,30.13916784,10484.33776,6.056404114,3.094653687,343.39447
Official,EpsonV370-1,s6_73.tif,243.9725647,33.94033721,11594.06415,5.828689575,3.186694947,377.49652
Official,EpsonV370-1,s6_74.tif,249.5369911,19.20224072,6771.096621,6.0193367,3.148024907,139.07178
Official,EpsonV370-1,s6_75.tif,250.0111694,18.33768305,6279.585347,6.013286591,3.15421326,100.84123
Official,EpsonV370-1,s6_76.tif,249.1486778,21.17967582,7256.047462,5.892127991,3.242809614,126.785385
Official,EpsonV370-1,s6_77.tif,244.6286545,31.14237222,9193.45086,6.072978973,3.060516861,321.74493
Official,EpsonV370-1,s6_78.tif,244.4243088,28.90887618,8834.561238,5.938961029,3.176995604,263.10126
Official,EpsonV370-1,s6_79.tif,248.3516541,23.68867084,8220.706865,6.007587433,3.142879703,212.26256
Official,EpsonV370-1,s6_80.tif,247.5954437,25.58181593,8395.952761,5.977405548,3.156300262,241.6704
Official,EpsonV370-1,s6_81.tif,246.0386581,28.81387519,8566.173739,5.987422943,3.112969723,303.20123
Official,EpsonV370-1,s6_82.tif,248.826252,24.18235021,8807.759674,5.891098022,3.229140651,170.22511
Official,EpsonV370-1,s6_83.tif,247.3661041,27.58643063,10149.20922,6.15404129,2.999894877,311.47055
Official,EpsonV370-1,s6_84.tif,249.6846886,19.07477275,6900.187234,6.099315643,3.093230428,120.04909
Official,EpsonV370-1,s6_85.tif,247.4571609,28.32891713,8427.489387,6.033302307,3.129339803,175.67645
Official,EpsonV370-1,s6_86.tif,247.4770966,27.70018624,9520.613903,6.037078857,3.112468522,241.6909
Official,EpsonV370-1,s6_87.tif,247.9757042,25.82298057,9466.858994,5.974082947,3.16969257,256.28293
Official,EpsonV370-1,s6_88.tif,247.1729393,25.77143655,8102.677285,5.859222412,3.247359593,185.59587
Official,EpsonV370-1,s6_89.tif,245.8773384,30.68617353,10578.88332,6.21471405,2.91759,334.97314
Official,EpsonV370-1,s6_90.tif,247.8853683,24.27399471,8722.764434,6.010417938,3.119806811,222.29045
Official,EpsonV370-1,s6_91.tif,247.5801315,28.19046937,9666.755888,6.015899658,3.137985551,268.9202
Official,EpsonV370-1,s6_92.tif,248.4320908,24.85713137,8945.413626,5.987136841,3.156035237,215.30634
Official,EpsonV370-1,s6_93.tif,248.1042519,25.68616624,9105.304812,5.972312927,3.174037281,230.03651
Official,EpsonV370-1,s6_94.tif,248.2075806,25.5076543,8878.589127,5.881038666,3.233630221,189.06305
Official,EpsonV370-1,s6_95.tif,249.6504135,22.10765673,7984.910198,6.208190918,2.985449647,188.29991
Official,EpsonV370-1,s6_96.tif,248.0941315,27.39841614,8999.280471,6.099845886,3.072873749,194.4389
Official,EpsonV370-1,s6_97.tif,247.5976219,26.30012013,8810.168928,6.011573792,3.142637535,244.32538
Official,EpsonV370-1,s6_98.tif,242.6804771,34.21530775,11557.28331,5.905994415,3.141438952,510.96484
Official,EpsonV370-1,s6_99.tif,248.0507469,25.10793168,7735.499418,5.880111694,3.23648321,156.01247
Official,EpsonV370-2,s7_1.tif,246.6084328,29.55485115,6630.460419,6.267360687,2.75188069,268.53882
Official,EpsonV370-2,s7_10.tif,244.9247665,33.09948175,7871.910203,6.075088501,3.074046239,192.56528
Official,EpsonV370-2,s7_11.tif,246.0656815,29.67130707,9211.568168,6.096256256,3.041189461,321.537
Official,EpsonV370-2,s7_12.tif,249.1211433,21.37034421,6490.157717,5.985378265,3.137717625,158.08792
Official,EpsonV370-2,s7_13.tif,247.7115211,26.02280067,8154.007558,5.961391449,3.167466728,250.4849
Official,EpsonV370-2,s7_14.tif,247.8037224,27.18650966,9704.167941,6.234409332,2.943565295,294.81042
Official,EpsonV370-2,s7_15.tif,247.3803406,27.40187019,9824.978889,6.140338898,3.017415722,287.76837
Official,EpsonV370-2,s7_16.tif,246.761364,26.65127575,9478.908711,6.048900604,3.072505965,251.3522
Official,EpsonV370-2,s7_17.tif,248.0840797,24.06255737,8244.688389,5.937858582,3.177218571,213.94893
Official,EpsonV370-2,s7_18.tif,251.4061127,15.7676638,5979.746059,6.172340393,3.067729614,95.47612
Official,EpsonV370-2,s7_19.tif,248.546032,24.61816517,8655.708086,5.945030212,3.196373581,214.40253
Official,EpsonV370-2,s7_2.tif,240.959816,35.02519762,12461.12147,5.746181488,3.237155285,511.69583
Official,EpsonV370-2,s7_20.tif,244.0185966,31.73941947,10566.49289,5.606090546,3.294041008,355.3475
Official,EpsonV370-2,s7_21.tif,251.3113022,16.3846889,6049.675943,6.191684723,3.026631112,115.57386
Official,EpsonV370-2,s7_22.tif,251.4422188,14.98842744,5383.599927,6.082977295,3.134446828,78.227356
Official,EpsonV370-2,s7_23.tif,249.0143509,20.76889979,7268.390589,5.973011017,3.174012647,174.99524
Official,EpsonV370-2,s7_24.tif,249.8701477,20.02873701,6631.861975,6.0847435,3.119376302,166.12775
Official,EpsonV370-2,s7_25.tif,247.3569412,29.07554081,8956.473354,5.983901978,3.142637038,211.99161
Official,EpsonV370-2,s7_26.tif,249.8497696,22.46953925,7418.267404,6.404705048,2.728030752,149.20782
Official,EpsonV370-2,s7_29.tif,250.80933,16.05378727,5602.462885,6.15826416,3.058659812,74.6259
Official,EpsonV370-2,s7_3.tif,247.8646431,27.29483936,8736.217759,6.275028229,2.894082003,240.3167
Official,EpsonV370-2,s7_30.tif,247.0155716,26.05150861,5734.314336,6.062618256,3.073442565,92.594376
Official,EpsonV370-2,s7_32.tif,249.2108002,21.53554853,6866.785546,6.005226135,3.150089008,180.52472
Official,EpsonV370-2,s7_33.tif,242.1665916,36.87335024,12468.36108,5.975345612,3.036704064,479.01425
Official,EpsonV370-2,s7_37.tif,248.4411163,25.94184262,9412.421416,6.063297272,3.113010881,260.12946
Official,EpsonV370-2,s7_38.tif,249.2325287,21.81514883,7782.889223,5.920692444,3.220196265,173.46033
Official,EpsonV370-2,s7_4.tif,244.7456245,31.79520451,11634.84444,5.975410461,3.128297513,424.6503
Official,EpsonV370-2,s7_5.tif,249.9127388,19.89237772,7388.717681,6.061882019,3.111715017,157.43454
Official,EpsonV370-2,s7_50.tif,248.2602959,25.78260337,7635.151224,6.098419189,3.068256051,132.13354
Official,EpsonV370-2,s7_6.tif,251.1246986,15.98549337,5838.919776,6.140327454,3.094174082,108.837814
Official,EpsonV370-2,s7_7.tif,249.2700272,21.16355275,7692.575764,5.961578369,3.195409807,183.5174
Official,EpsonV370-2,s7_8.tif,248.6751289,23.93541882,8291.578967,5.974220276,3.182129037,240.18134
Official,EpsonV370-2,s7_9.tif,246.7985268,29.46109937,10168.80893,6.198246002,2.974051056,332.5772
Official,EpsonV39-1,s8_1.tif,247.4322586,32.37283289,7470.998523,6.722373962,2.106112687,353.2969
Official,EpsonV39-1,s8_10.tif,246.5025024,33.47301845,8286.587109,6.861499786,2.00093102,214.33336
Official,EpsonV39-1,s8_11.tif,247.6990395,30.93557781,9856.291517,6.86794281,1.95599442,363.8491
Official,EpsonV39-1,s8_12.tif,251.1219063,20.91288319,6734.529153,6.702453613,2.195815825,151.73726
Official,EpsonV39-1,s8_13.tif,249.321106,27.3267629,8679.735745,6.765937805,2.151597828,284.6433
Official,EpsonV39-1,s8_14.tif,249.0013695,28.32608606,10367.94973,6.75875473,2.155620457,332.4616
Official,EpsonV39-1,s8_15.tif,248.7475357,28.47473587,10434.2952,6.727153778,2.22681577,328.2584
Official,EpsonV39-1,s8_16.tif,248.4686813,26.86720829,9845.997535,6.743717194,2.151531111,272.3611
Official,EpsonV39-1,s8_17.tif,249.8741264,24.55691189,8659.859083,6.734535217,2.214768229,235.91304
Official,EpsonV39-1,s8_18.tif,252.8116951,16.41366575,6283.482556,6.92004776,1.983714827,109.11658
Official,EpsonV39-1,s8_19.tif,250.0528946,25.81415148,9328.393656,6.769477844,2.182315936,247.48857
Official,EpsonV39-1,s8_2.tif,243.3161545,36.52760869,13445.77612,6.513645172,2.451872247,597.77136
Official,EpsonV39-1,s8_20.tif,246.667057,31.7696123,10831.45717,6.433261871,2.634917221,374.04318
Official,EpsonV39-1,s8_21.tif,252.6457939,17.31841696,6345.988985,7.02564621,1.730394438,136.47415
Official,EpsonV39-1,s8_22.tif,253.1097298,15.40077922,5613.190333,6.995384216,1.781419621,85.66651
Official,EpsonV39-1,s8_23.tif,250.8615532,21.48517278,7649.365254,6.800098419,2.104738065,194.95941
Official,EpsonV39-1,s8_24.tif,251.757328,19.70214061,6916.520251,6.952877045,1.884532744,169.23311
Official,EpsonV39-1,s8_25.tif,248.6627731,30.50903277,9544.267597,6.814304352,2.059330693,247.88843
Official,EpsonV39-1,s8_26.tif,250.517704,24.43544281,8677.433794,6.778625488,2.182083132,208.25043
Official,EpsonV39-1,s8_28.tif,251.9758263,20.35240651,7343.358237,6.891780853,1.992546432,150.33842
Official,EpsonV39-1,s8_3.tif,248.9635735,28.18421766,9387.29236,6.765365601,2.142773168,270.73297
Official,EpsonV39-1,s8_31.tif,243.0577126,37.13428224,10766.14076,6.471305847,2.445878843,399.5685
Official,EpsonV39-1,s8_32.tif,250.600853,22.13601511,7301.325801,6.673538208,2.374634885,196.00572
Official,EpsonV39-1,s8_33.tif,243.7832756,37.10780302,12965.46437,6.459758759,2.480137693,514.81415
Official,EpsonV39-1,s8_36.tif,250.6448555,25.01386055,9064.913727,6.934680939,1.884955404,248.62112
Official,EpsonV39-1,s8_37.tif,249.7551041,26.78676597,9902.76407,6.767425537,2.193451029,289.8351
Official,EpsonV39-1,s8_4.tif,246.1497345,33.85472016,12518.99848,6.749404907,2.130349915,498.69077
Official,EpsonV39-1,s8_5.tif,251.60392,20.82720236,7948.11723,6.884616852,2.009087902,182.7
Official,EpsonV39-1,s8_6.tif,252.8687973,15.9353152,6115.102823,6.933200836,1.936453535,114.95885
Official,EpsonV39-1,s8_7.tif,251.1391754,21.97925199,8305.785903,6.767498016,2.208743663,209.61316
Official,EpsonV39-1,s8_8.tif,250.4987297,24.35368171,8716.827216,6.77179718,2.210050868,257.807
Official,EpsonV39-1,s8_9.tif,247.9954147,30.57780741,10791.48199,6.795860291,2.109560961,377.2905
Official,EpsonV39-2,s9_1.tif,247.1063538,32.4930656,7429.935775,6.558486938,2.418823114,354.0691
Official,EpsonV39-2,s9_10.tif,246.5918655,33.15153688,8213.339137,6.776676178,2.135928564,205.30525
Official,EpsonV39-2,s9_11.tif,247.2796783,31.7560857,9930.52412,6.78729248,2.072507155,380.51917
Official,EpsonV39-2,s9_12.tif,250.9318047,21.35124304,6864.30843,6.621700287,2.368184315,157.93018
Official,EpsonV39-2,s9_13.tif,249.1283302,27.10210172,8581.195659,6.61713028,2.431245665,275.984
Official,EpsonV39-2,s9_14.tif,248.9709167,28.46052952,10408.9591,6.765670776,2.159537752,335.7683
Official,EpsonV39-2,s9_15.tif,248.777359,28.47220848,10433.07857,6.764438629,2.156358666,328.28287
Official,EpsonV39-2,s9_16.tif,248.2906494,27.02118691,9860.193456,6.662239075,2.277836142,268.6595
Official,EpsonV39-2,s9_17.tif,249.8855591,24.49521768,8659.991074,6.751461029,2.190239583,233.91994
Official,EpsonV39-2,s9_18.tif,252.7267532,16.48923503,6312.364409,6.829627991,2.138944622,110.75763
Official,EpsonV39-2,s9_19.tif,249.9353714,25.67370614,9270.643793,6.657798767,2.387163433,243.33116
Official,EpsonV39-2,s9_2.tif,243.1633224,36.29954371,13306.68185,6.393783569,2.629713285,586.9484
Official,EpsonV39-2,s9_20.tif,246.4397583,31.85156925,10815.9221,6.298774719,2.775228684,372.9228
Official,EpsonV39-2,s9_21.tif,252.5246849,17.50732511,6338.462114,6.929405212,1.934052949,140.19438
Official,EpsonV39-2,s9_22.tif,252.9214287,15.59655109,5635.29101,6.883037567,2.048004831,86.892136
Official,EpsonV39-2,s9_23.tif,250.688961,21.48637294,7605.025501,6.68542099,2.34246648,188.71439
Official,EpsonV39-2,s9_24.tif,251.6050301,19.98713291,7006.247304,6.888031006,2.006358041,171.94774
Official,EpsonV39-2,s9_25.tif,248.5507736,30.2513333,9504.807399,6.681678772,2.312230577,246.53828
Official,EpsonV39-2,s9_26.tif,250.4513321,24.4879003,8690.901058,6.743461609,2.2402044,209.34021
Official,EpsonV39-2,s9_27.tif,244.8644447,36.35458462,10895.25801,6.674385071,2.23763707,312.70212
Official,EpsonV39-2,s9_28.tif,251.8270187,20.23789748,7308.23615,6.793037415,2.201555233,148.92438
Official,EpsonV39-2,s9_29.tif,252.5784378,14.89626416,5501.27144,6.838306427,2.102982659,69.16351
Official,EpsonV39-2,s9_3.tif,249.042984,28.01011595,9328.443161,6.777935028,2.119170265,267.84204
Official,EpsonV39-2,s9_30.tif,249.093708,24.02004224,5852.749291,6.744991302,2.15148215,93.83548
Official,EpsonV39-2,s9_31.tif,242.9401398,37.04852045,10673.24136,6.371509552,2.569807885,404.02548
Official,EpsonV39-2,s9_34.tif,251.0661163,21.23538945,7863.743954,6.811161041,2.134165044,153.5392
Official,EpsonV39-2,s9_35.tif,247.2851677,33.46674503,11767.9719,6.713226318,2.234970335,329.12674
Official,EpsonV39-2,s9_36.tif,250.4978943,24.99797392,9063.854257,6.804920197,2.132303423,246.07487
Official,EpsonV39-2,s9_37.tif,249.7084694,26.65943189,9894.715294,6.710285187,2.290919906,291.92764
